statute,description,subject_no,trr_id
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19876925,3505960
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19876925,3505960
9-64-125,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,19876925,3505960
10 ILCS 5.0/29-11,FAIL TO COMPLY WITH ORDER,19876925,3507021
625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19876925,3507021
625 ILCS 5.0/3-401-A,IVC-NO VALID REGISTRATION/1ST & 2ND,19876925,3507021
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19876925,3507021
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19876925,3507021
9-64-125,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,19876925,3507021
10 ILCS 5.0/29-11,FAIL TO COMPLY WITH ORDER,19876925,3507189
625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19876925,3507189
625 ILCS 5.0/3-401-A,IVC-NO VALID REGISTRATION/1ST & 2ND,19876925,3507189
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19876925,3507189
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19876925,3507189
9-64-125,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,19876925,3507189
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19877008,3509518
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19877008,3509518
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19877008,3509518
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19877008,3510791
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19877008,3510791
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19877008,3510791
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19877008,3510894
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19877008,3510894
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19877008,3510894
720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19877142,3512537
720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,19877350,3521480
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19877460,3524614
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19877460,3524614
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19877551,3526880
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19877551,3526880
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19877605,3527645
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19877605,3527645
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19877605,3527645
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19877605,3527782
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19877605,3527782
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19877605,3527782
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19877605,3528342
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19877605,3528342
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19877605,3528342
625 ILCS 5.0/12-603,"SEAT BELTS/1ST,2ND",19877639,3528667
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19877639,3528667
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19877639,3528667
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19878075,3542577
720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19878075,3542577
2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19878099,3543456
720 ILCS 550.0/4-F,CANNABIS - POSSESS 2000-5000 GRMS,19878099,3543456
2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19878099,3543523
720 ILCS 550.0/4-F,CANNABIS - POSSESS 2000-5000 GRMS,19878099,3543523
415 ILCS 105.0/4,LITTERING,19878193,3544505
720 ILCS 5.0/12-2-A,AGGRAVATED ASSAULT/PUBLIC PROP,19878193,3544505
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19878212,3544910
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19878212,3544962
430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19831941,3548030
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19831941,3548030
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19831941,3548030
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19831941,3548030
720 ILCS 5.0/24-3.1-A-1,UUW - UNLAWFUL POSSESS FIREARM <18,19831941,3548030
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19878702,3560745
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19878702,3560745
10-8-526,CTA - TRESPASS ON/REMAIN (98-126-1.14B),19881331,3640850
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19878702,3560745
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19878702,3560969
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19878702,3560969
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19878702,3560969
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19878702,3561044
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19878702,3561044
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19878702,3561044
625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DEVICES,19878891,3569972
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19878891,3569972
625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19878891,3569972
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19878891,3569972
8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,19878891,3569972
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19878891,3569972
430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19878948,3571196
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19878948,3571196
720 ILCS 5.0/24-1.6-A-1,AGG UUW/UNLOADED/NO FCCA/FOID,19878948,3571196
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19878948,3571196
9-52-020,RIDING BICYCLE ON SIDEWALK,19878948,3571196
430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19878948,3571310
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19878948,3571310
720 ILCS 5.0/24-1.6-A-1,AGG UUW/UNLOADED/NO FCCA/FOID,19878948,3571310
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19878948,3571310
9-52-020,RIDING BICYCLE ON SIDEWALK,19878948,3571310
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19879031,3572969
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19879031,3572969
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879031,3572969
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19879031,3573292
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19879031,3573292
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879031,3573292
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19879031,3573371
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19879031,3573371
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879031,3573371
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19879031,3573639
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19879031,3573639
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879031,3573639
720 ILCS 5.0/12-3.05-D-6,AGG BATTERY/GOVERNMENT EMP,19879079,3573844
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19879079,3573844
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19879082,3574151
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879082,3574151
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19879074,3574598
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879074,3574598
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19879210,3579934
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19879210,3579934
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19879210,3579934
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19879210,3580046
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19879210,3580046
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19879210,3580046
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19879268,3582039
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19879268,3582039
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879268,3582039
625 ILCS 5.0/11-709-A,IVC - IMPROPER TRAFFIC LANE USAGE,19879371,3586485
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19879371,3586485
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19879371,3586485
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879371,3586485
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19879371,3586485
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19879371,3586485
625 ILCS 5.0/11-709-A,IVC - IMPROPER TRAFFIC LANE USAGE,19879371,3587192
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19879371,3587192
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19879371,3587192
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879371,3587192
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19879371,3587192
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19879371,3587192
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19879396,3587249
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879396,3587249
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19879396,3587249
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879396,3587925
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19879396,3587925
720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19879405,3588073
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19879405,3588073
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19879405,3588073
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/PREV CONVICTION,19879405,3588073
720 ILCS 550.0/5-B,CANNABIS - MFG/DEL - 2.5-10 GRMS,19879405,3588073
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19879405,3588073
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879446,3588256
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879446,3588256
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879446,3588605
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879446,3588605
625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19879623,3590312
625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19879623,3590312
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19879623,3590312
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19879623,3590312
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19879623,3590312
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19879623,3590312
9-76-090,PARKED VEHICLES-LIGHTING REGULATIONS,19879623,3590312
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879640,3590438
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879640,3590438
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19879649,3590557
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19879688,3592315
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879884,3597921
9-52-020,RIDING BICYCLE ON SIDEWALK,19879884,3597921
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19879884,3597922
9-52-020,RIDING BICYCLE ON SIDEWALK,19879884,3597922
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19880040,3601165
720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19880040,3601165
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880040,3601165
9-60-080,WALKING ALONG ROADWAYS,19880040,3601165
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19880121,3601369
11-04-00,MUSIC AND AMPLIFIED SOUND,19880137,3601708
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880137,3601708
11-04-00,MUSIC AND AMPLIFIED SOUND,19880137,3602124
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880137,3602124
720 ILCS 5.0/12-2-A,AGGRAVATED ASSAULT/PUBLIC PROP,19880433,3610652
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19880433,3610652
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880433,3610652
720 ILCS 5.0/12-2-A,AGGRAVATED ASSAULT/PUBLIC PROP,19880433,3610746
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19880433,3610746
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880433,3610746
720 ILCS 5.0/19-1-A,BURGLARY,19880482,3611257
720 ILCS 5.0/31-6-C,ESCAPE - FELON FROM PEACE OFFICER,19880482,3611257
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19880706,3620117
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19880706,3620117
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880706,3620117
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19880706,3620117
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19880706,3620158
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19880706,3620158
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880706,3620158
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19880706,3620158
10-8-515,SOLICITING UNLAWFUL BUSINESS,19880705,3621731
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19880705,3621731
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19880705,3621731
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19880705,3621731
10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19880754,3621757
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880754,3621757
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19880754,3621757
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19880706,3623062
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19880706,3623062
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880706,3623062
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19880706,3623062
10-8-515,SOLICITING UNLAWFUL BUSINESS,19880705,3623797
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19880705,3623797
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19880705,3623797
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19880705,3623797
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880853,3624572
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880853,3624748
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19880849,3625450
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880849,3625450
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19880706,3629175
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19880706,3629175
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19880706,3629175
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19880706,3629175
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881109,3637075
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881109,3637075
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19881109,3637075
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881109,3637349
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881109,3637349
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19881109,3637349
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881179,3638507
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19881179,3638507
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881179,3638622
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19881179,3638622
720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19881162,3639025
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19881162,3639025
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881331,3640850
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881598,3652738
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19881598,3652738
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881598,3652738
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19881667,3652824
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881667,3652824
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881598,3652844
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19881598,3652844
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881598,3652844
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19881667,3652919
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19881667,3652919
10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19881773,3653895
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19881773,3653895
10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19881773,3654263
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19881773,3654263
625 ILCS 5.0/11-203,IVC - OBEDIENCE TO POLICE OFFICERS,19881774,3654506
625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19881774,3654506
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19881774,3654506
9-24-080,AUTHORIZED EMERGENCY VEHICLES,19881774,3654506
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19881774,3654506
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882248,3667350
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19882248,3667350
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882248,3667868
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19882248,3667868
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882248,3668501
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19882248,3668501
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19882337,3668701
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882337,3668701
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19882337,3668701
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19882337,3668701
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19882337,3668701
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19882337,3668701
720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19882337,3668701
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19882337,3669084
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882337,3669084
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19882337,3669084
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19882337,3669084
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19882337,3669084
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19882337,3669084
720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19882337,3669084
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882248,3669118
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19882248,3669118
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882600,3678256
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19882600,3678256
9-60-080,WALKING ALONG ROADWAYS,19882600,3678256
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882600,3678456
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19882600,3678456
9-60-080,WALKING ALONG ROADWAYS,19882600,3678456
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19882885,3682403
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882885,3682403
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19882885,3682403
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19882849,3682999
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19883008,3686016
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19883008,3686016
720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19883008,3686016
9-60-080,WALKING ALONG ROADWAYS,19883008,3686016
720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19883017,3686086
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19883017,3686086
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19883054,3687175
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19883054,3687175
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19883054,3687175
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19883054,3687640
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19883054,3687640
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19883054,3687640
720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19883150,3690122
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19883150,3690122
9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19883150,3690122
10-8-526,CTA - ALCOHOL/DRUGS ON (98-126-1.4),19883265,3690905
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19883265,3690905
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19883274,3690981
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19883274,3690981
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19883274,3690981
